case_id,household_case_id,village_code,country,household_cohort,control_myagro,myagro,cowpea_hectares,maize_hectares,millet_hectares,okra_hectares,peanut_hectares,rice_hectares,roselle_hectares,sorghum_hectares,watermelon_hectares,fertilizer_hectares,hectares_delivered_before_2023,cashew,peanut,bissap,cotton,okra,maize,millet,cowpea,watermelon,sweet_potato,rice,sorghum,tomato,data_collection_period_encoded,data_collection_period_eng,t_c,sin_t,cos_t,rcsi,propensity,hdds_cereals,hdds_eggs,hdds_fish_seafood,hdds_fruits,hdds_meat_poultry_offal,hdds_milk_products,hdds_miscellaneous,hdds_oils_fats,hdds_pulses_legumes_nuts,hdds_roots_tubers,hdds_sugar_honey,hdds_vegetables,hhs_hungry,hhs_hungry_freq,hhs_hungry_yes_no,hhs_no_food,hhs_no_food_freq,hhs_no_food_yes_no,hhs_no_resources,hhs_no_resources_freq,hhs_no_resources_yes_no,rcsi_borrow,rcsi_limit,rcsi_reduce,rcsi_rely,rcsi_restrict,hhs_no_resources_recoded,hhs_hungry_recoded,hhs_no_food_recoded,hhs_categorical
c81edac2-26c9-40e3-b63f-d66085a7dcad,884874ae-4dac-41d2-a8ef-e6052467617d,84275,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,6,0.50994617,1,0,1,0,1,0,1,1,1,1,1,1,0,,0,0,,0,0,,0,2,0,0,2,0,0,0,0,Little to no hunger
2071e12c-676e-41a0-9f41-de162d2c95e4,884874ae-4dac-41d2-a8ef-e6052467617d,84275,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.50994617,1,0,1,0,0,0,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
43f45273-009b-4c1d-980d-f5d3eac1e008,8875d8a8-88cd-4065-8064-7ca43d4ae93a,12907,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,8,0.5402364,1,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,,0,0,,0,0,2,0,0,2,0,0,0,Little to no hunger
d30ec867-59a9-40e5-a626-28c5ecbdcb59,8875d8a8-88cd-4065-8064-7ca43d4ae93a,12907,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,11,0.5402364,1,0,0,0,0,0,1,1,0,0,1,1,0,,0,0,,0,1,1.0,1,0,5,0,3,1,1,0,0,Little to no hunger
0ffc4faa-e4b0-47fe-91d5-b2233984d607,8875d8a8-88cd-4065-8064-7ca43d4ae93a,12907,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,14,0.5402364,1,0,0,1,0,0,1,0,0,0,1,1,0,,0,0,,0,0,,0,0,7,0,1,2,0,0,0,Little to no hunger
3e2c6c83-60cc-4a50-981d-394351f903c6,887f5af7be204719a32af9b7706ff5b2,RB183,Mali,1,myagro,1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.6793077,1,0,0,0,0,1,0,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
910fdcdc-5ac1-49f7-ac16-a16bd104896b,887f5af7be204719a32af9b7706ff5b2,RB183,Mali,1,myagro,1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,0,0.6793077,1,0,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
be67ea2e-a2d6-468f-81a2-523f308688d9,8880b998-8127-4677-9ea6-e0903bae4631,107623,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,18,0.5082098,1,0,1,0,0,1,1,1,0,0,1,1,1,1.0,1,0,,0,1,1.0,1,2,7,0,7,0,1,1,0,Moderate hunger
e97f5fca-a98c-4d39-9ec4-a500c38624da,8880b998-8127-4677-9ea6-e0903bae4631,107623,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,12,0.5082098,1,0,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,1,1.0,1,0,6,0,6,0,1,0,0,Little to no hunger
05413bfb-ec96-4f92-ab18-a554144ea8cf,8889a1cd47674d1e844a07ed90e661e0,BS862,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.65084887,1,0,1,0,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
27b31647-63be-4e4a-bb4a-bc65197b049e,8889a1cd47674d1e844a07ed90e661e0,BS862,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.65084887,1,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
c6339eab-77eb-4834-af30-27ee1013f348,8889a1cd47674d1e844a07ed90e661e0,BS862,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.65084887,1,0,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
b75bf15b-d7da-42a4-8d37-e8d3ba60b21f,888a0c9a78d94b5aa2b489d6b9a4b744,XZ059,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.72258866,1,0,1,1,1,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
989f0ce3-65f4-43dc-a317-577db2e3eddd,888a0c9a78d94b5aa2b489d6b9a4b744,XZ059,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.72258866,1,0,0,0,0,0,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
571580be-7b5b-4deb-b9ac-e74220ec0d97,888a0c9a78d94b5aa2b489d6b9a4b744,XZ059,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.72258866,1,0,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
03dc797c-9a84-434c-b5e8-fc3d97bafb5b,8897af2d12db4d83a1dacc9670a28374,EA913,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.55913407,1,0,1,1,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
42dc7f7d-0c32-4d7b-a88f-76be46100b35,8897af2d12db4d83a1dacc9670a28374,EA913,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,14,0.55913407,1,1,1,0,0,0,1,1,0,0,1,1,1,1.0,1,0,,0,1,1.0,1,0,3,0,2,3,1,1,0,Moderate hunger
5b149642-1749-4676-ae30-f1aacdede80e,8897af2d12db4d83a1dacc9670a28374,EA913,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,10,0.55913407,1,0,0,1,0,0,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,2,0,2,2,0,0,0,Little to no hunger
b81842ee-8f68-43e5-ab4d-8733bfa92f8f,88aaef0a-d6f0-4b9a-af3e-3027cfa1b8f0,80619,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,7,0.43145236,1,0,1,0,0,1,1,1,1,0,1,0,0,,0,0,,0,1,1.0,1,0,7,0,0,0,1,0,0,Little to no hunger
85ec2e80-0c07-4039-9f40-b99a1aaac273,88aaef0a-d6f0-4b9a-af3e-3027cfa1b8f0,80619,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,26,0.43145236,1,0,1,0,0,1,1,0,0,1,1,1,2,2.0,1,0,,0,2,2.0,1,0,7,0,4,5,1,1,0,Moderate hunger
7afba16d-5d9b-4881-9e9f-c4f93fef51cc,88c5c238-4885-4aae-ad78-ffaca071bc2f,62468,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,3,0.45463213,1,0,1,0,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,3,0,0,0,0,Little to no hunger
421e719c-edcd-43d4-a64c-58f3c2448bfb,88c5c238-4885-4aae-ad78-ffaca071bc2f,62468,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,13,0.45463213,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,2,0,7,2,0,0,0,0,Little to no hunger
0b1f27d2-ae7d-45f4-b661-279719244f2e,88c5c238-4885-4aae-ad78-ffaca071bc2f,62468,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,4,0.45463213,1,0,1,0,0,1,1,0,0,0,1,1,0,,0,0,,0,0,,0,1,0,0,2,0,0,0,0,Little to no hunger
3006d737-1987-49dd-9536-5fe28ea51b69,88d9510987f646a7b5363b3f030252ab,ZM081,Mali,1,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.60225505,1,0,1,1,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
41e230c5-f069-4208-837a-dba9ec1240fb,88d9510987f646a7b5363b3f030252ab,ZM081,Mali,1,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,1,0.60225505,1,0,1,0,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,Little to no hunger
46b859fc-8308-4901-bd0d-1bdb71a1da61,88e66fb7-96cf-4e9b-8acc-41adb8eec456,16987,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,9,0.4839652,1,1,1,0,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,2,0,0,2,1,0,0,0,Little to no hunger
11bd7d86-00f8-4e02-9149-462680bf110e,88e66fb7-96cf-4e9b-8acc-41adb8eec456,16987,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,5,0.4839652,1,0,1,1,0,0,1,1,0,1,1,0,0,,0,0,,0,2,2.0,1,1,0,1,2,0,1,0,0,Little to no hunger
e591e926-6d49-44db-afc4-d9ee8177a474,88e66fb7-96cf-4e9b-8acc-41adb8eec456,16987,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,12,0.4839652,0,1,0,0,0,1,1,0,0,0,1,0,0,,0,0,,0,2,2.0,1,2,2,0,3,1,1,0,0,Little to no hunger
10bfa81e-4322-4c4a-854c-8acc0ce2f65d,88e922f716f945c89f65cfb3b5ff1116,XW548,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,5,0.46237037,1,0,1,1,1,0,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,5,0,0,0,0,Little to no hunger
d23147e9-dfb0-4e64-9dde-692de6e40993,88e922f716f945c89f65cfb3b5ff1116,XW548,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,6,0.46237037,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,6,0,0,0,0,Little to no hunger
f743ec8e-0b15-451e-a759-e376cf5120f8,88e922f716f945c89f65cfb3b5ff1116,XW548,Mali,2,myagro,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,13,0.46237037,1,0,1,1,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,6,0,7,0,0,0,0,Little to no hunger
1a972e44-e023-47a9-b356-b9163d0265bb,88f0597d-992b-4970-a5ff-a92f9e194b2d,86779,Senegal,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,5,0.4593137,1,0,1,0,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,1,1,0,2,0,0,0,0,Little to no hunger
1c01b2d2-4cc2-4e01-acd6-9481dbfe3c05,891a543c-19e4-4064-b9ff-7e5d56f1d698,86779,Senegal,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,6,0.49185294,1,0,1,0,0,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,1,1,0,3,0,0,0,0,Little to no hunger
4c895a75-974b-42b0-98b1-1f2dabacf905,891fc9a65a2945e483ba47ca55ac2604,DG689,Senegal,1,myagro,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,7,0.60094243,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,1,0,0,2,1,0,0,0,Little to no hunger
8f2e8459-2be0-4f9d-9089-e8cee52c4f69,8920e49f-bdc8-4d6a-b809-a12abd36efc3,38391,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,6,0.4501393,1,0,1,0,1,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,2,1,0,1,0,0,0,0,Little to no hunger
d2186064-8bf4-4065-baf0-75af383c04ba,8920e49f-bdc8-4d6a-b809-a12abd36efc3,38391,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,4,0.4501393,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,1,0,0,2,0,0,0,0,Little to no hunger
b9b9ea55-866a-4094-847b-89acec4d319a,8920e49f-bdc8-4d6a-b809-a12abd36efc3,38391,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,10,0.4501393,1,0,1,0,0,1,1,0,0,1,1,0,1,1.0,1,0,,0,2,2.0,1,2,2,2,2,0,1,1,0,Moderate hunger
266a7501-292a-4bd6-9ac5-3a4234db6551,89464aa4c7de4bf88e9aadf918275d41,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.55245006,1,0,0,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
263d192b-e4dc-4c8a-a572-a0cba1a38ef2,89464aa4c7de4bf88e9aadf918275d41,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.55245006,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
ff19f026-f868-4a8e-b07c-71037befebf8,89464aa4c7de4bf88e9aadf918275d41,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.55245006,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
a282ad5c-ecb3-481a-8a21-8033f22ecc2a,8954bdf5-39e5-4ed1-b72e-a22cd1144660,11956,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,0,0.46685767,1,0,0,1,0,1,0,1,0,0,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
f0bbd249-bfc5-4aa0-8721-45cc36a7575f,8954bdf5-39e5-4ed1-b72e-a22cd1144660,11956,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.46685767,1,0,1,0,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
c5e8f575-49bd-4022-ba2d-2a98bbc5c61f,8954bdf5-39e5-4ed1-b72e-a22cd1144660,11956,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.46685767,1,0,1,0,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
68c2edf8-e514-4b03-aeef-488c8fa566c3,895a66a8-bdf7-4b69-87a4-4d72126a41ce,84275,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,0,0.4611305,1,0,0,0,0,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
21025f32-5b85-4f4f-880a-866798426753,895a66a8-bdf7-4b69-87a4-4d72126a41ce,84275,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,2,0.4611305,1,0,1,1,0,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,1,0,0,0,0,0,0,0,Little to no hunger
c455ce98-6e2c-46ba-935a-9b072cbc11fa,895a66a8-bdf7-4b69-87a4-4d72126a41ce,84275,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,1,0.4611305,1,0,1,0,0,0,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,Little to no hunger
242d80a6-0796-412b-81f6-07d2130a0cef,896735f1-67e4-4144-a37c-4c28d82340ea,12162,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,8,0.5346856,1,0,1,0,0,0,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,2,0,0,2,0,0,0,Little to no hunger
85bfd526-165b-4f89-82e1-2c668ddc41f0,896735f1-67e4-4144-a37c-4c28d82340ea,12162,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.5346856,1,0,1,1,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
f6ac9ccf-b07e-49e2-a8cd-134776e078c2,896735f1-67e4-4144-a37c-4c28d82340ea,12162,Mali,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,3,0.5346856,1,0,1,1,1,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,2,0,1,0,0,0,0,Little to no hunger
a5b32d38-7db8-4773-856d-f8b5bfa09929,89699e19-0aa6-49a3-8623-c1cfb7790674,107069,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.5406188,1,0,1,1,1,1,0,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
fb6a376e-5895-427e-be8c-8f9f37cbe43c,89699e19-0aa6-49a3-8623-c1cfb7790674,107069,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,0,0.5406188,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
29ea3018-45ed-49be-8bcd-0b8842c80d00,896fdec2-cdd4-42f7-926c-873056876ae3,9180,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,7,0.49454758,1,0,0,0,0,0,1,1,1,0,1,0,0,,0,0,,0,0,,0,2,0,0,3,0,0,0,0,Little to no hunger
edd0db32-d1e4-4171-a01a-9fe73bca2f68,896fdec2-cdd4-42f7-926c-873056876ae3,9180,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.49454758,1,0,1,0,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
65c23ac5-9afd-4cff-8182-954e0a439118,896fdec2-cdd4-42f7-926c-873056876ae3,9180,Senegal,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,5,0.49454758,1,0,1,0,0,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,1,3,0,0,0,0,0,0,Little to no hunger
5a355813-3ada-4d97-b0fa-842658539758,8973aa9f-4c00-43b2-9e23-18714a1ec68c,11120,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,14,0.39888534,1,0,1,1,0,0,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,7,0,1,2,0,0,0,Little to no hunger
